[0.000000] (-) TimerEvent: {}
[0.000613] (-) JobUnselected: {'identifier': 'lekiwi_servo_control'}
[0.000645] (-) JobUnselected: {'identifier': 'omni_teleop'}
[0.000663] (-) JobUnselected: {'identifier': 'three_omni_plugin'}
[0.000679] (lekiwi_description) JobQueued: {'identifier': 'lekiwi_description', 'dependencies': OrderedDict()}
[0.232178] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/ST3215_Servo_Motor-v1-2.stl\n'}
[0.232222] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Camera-Model-v3-1.stl\n'}
[0.232265] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Wrist-Camera-Mount-v11.stl\n'}
[0.232309] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/SO_ARM100_08k_Asym_Mirror_Clip-v1.stl\n'}
[0.232351] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/omni_wheel_mount-v5-1.stl\n'}
[0.232395] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-4.stl\n'}
[0.232438] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/4-Omni-Directional-Wheel_Single_Body-v1-1.stl\n'}
[0.232482] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/STS3215_03a_Wrist_Roll-v1.stl\n'}
[0.232525] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/base_plate_layer2-v3.stl\n'}
[0.232631] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Base_08q-v1.stl\n'}
[0.232699] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/drive_motor_mount-v11-2.stl\n'}
[0.232795] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Rotation_Pitch_08i-v1.stl\n'}
[0.232887] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-5.stl\n'}
[0.232935] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/drive_motor_mount-v11.stl\n'}
[0.232979] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Top-V2-v2.stl\n'}
[0.233050] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Camera-Mount-v8.stl\n'}
[0.233094] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/4-Omni-Directional-Wheel_Single_Body-v1-2.stl\n'}
[0.233165] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/ST3215_Servo_Motor-v1.stl\n'}
[0.233209] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/ST3215_Servo_Motor-v1-1.stl\n'}
[0.233261] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/servo_controller_mount-v3.stl\n'}
[0.233331] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Battery---Battery-5.2-Ah-DC5521-Plug-v2.stl\n'}
[0.233375] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/STS3215_03a-v1-1.stl\n'}
[0.233418] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/SO_ARM100_08k_116_Square-v1.stl\n'}
[0.233461] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Wrist_Roll_Pitch_08i-v1.stl\n'}
[0.233504] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/lipo_battery_mount-v3.stl\n'}
[0.233546] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/STS3215_03a-v1-2.stl\n'}
[0.233636] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Bottom-V2-v3.stl\n'}
[0.233696] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Passive_Horn_01-v1.stl\n'}
[0.233741] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/Wrist_Roll_08c-v1.stl\n'}
[0.233801] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/STS3215_03a-v1.stl\n'}
[0.233843] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/STS3215_03a-v1-3.stl\n'}
[0.233887] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/4-Omni-Directional-Wheel_Single_Body-v1.stl\n'}
[0.233929] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/SO_ARM100_08k_Mirror-v1.stl\n'}
[0.233992] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/base_plate_layer1-v5.stl\n'}
[0.234040] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-2.stl\n'}
[0.234081] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/urdf/meshes/drive_motor_mount-v11-1.stl\n'}
[0.234121] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/launch\n'}
[0.234162] (lekiwi_description) StdoutLine: {'line': b'-- Installing: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/launch/display.launch.py\n'}
[0.234201] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/launch/sim.launch.py\n'}
[0.234241] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes\n'}
[0.234285] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff.stl\n'}
[0.234327] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/STS3215_03a-v1-4.stl\n'}
[0.234367] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-1.stl\n'}
[0.234408] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Moving_Jaw_08d-v1.stl\n'}
[0.234447] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/omni_wheel_mount-v5-2.stl\n'}
[0.234488] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-3.stl\n'}
[0.234530] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/WaveShare_Mounting_Plate_01d-v1.stl\n'}
[0.234578] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Camera-Model-v3.stl\n'}
[0.234799] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/omni_wheel_mount-v5.stl\n'}
[0.234962] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/ST3215_Servo_Motor-v1-2.stl\n'}
[0.235060] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Camera-Model-v3-1.stl\n'}
[0.235132] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Wrist-Camera-Mount-v11.stl\n'}
[0.235302] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/SO_ARM100_08k_Asym_Mirror_Clip-v1.stl\n'}
[0.235355] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/omni_wheel_mount-v5-1.stl\n'}
[0.235404] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-4.stl\n'}
[0.235451] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/4-Omni-Directional-Wheel_Single_Body-v1-1.stl\n'}
[0.235503] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/STS3215_03a_Wrist_Roll-v1.stl\n'}
[0.235551] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/base_plate_layer2-v3.stl\n'}
[0.235620] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Base_08q-v1.stl\n'}
[0.235712] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/drive_motor_mount-v11-2.stl\n'}
[0.236075] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Rotation_Pitch_08i-v1.stl\n'}
[0.236146] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-5.stl\n'}
[0.236276] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/drive_motor_mount-v11.stl\n'}
[0.236352] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Top-V2-v2.stl\n'}
[0.236413] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Camera-Mount-v8.stl\n'}
[0.236470] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/4-Omni-Directional-Wheel_Single_Body-v1-2.stl\n'}
[0.236515] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/ST3215_Servo_Motor-v1.stl\n'}
[0.236560] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/ST3215_Servo_Motor-v1-1.stl\n'}
[0.236695] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/servo_controller_mount-v3.stl\n'}
[0.236778] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Battery---Battery-5.2-Ah-DC5521-Plug-v2.stl\n'}
[0.236875] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/STS3215_03a-v1-1.stl\n'}
[0.236942] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/SO_ARM100_08k_116_Square-v1.stl\n'}
[0.236989] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Wrist_Roll_Pitch_08i-v1.stl\n'}
[0.237035] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/lipo_battery_mount-v3.stl\n'}
[0.237079] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/STS3215_03a-v1-2.stl\n'}
[0.237123] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Bottom-V2-v3.stl\n'}
[0.237178] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Passive_Horn_01-v1.stl\n'}
[0.237224] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/Wrist_Roll_08c-v1.stl\n'}
[0.237268] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/STS3215_03a-v1.stl\n'}
[0.237317] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/STS3215_03a-v1-3.stl\n'}
[0.237361] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/4-Omni-Directional-Wheel_Single_Body-v1.stl\n'}
[0.237405] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/SO_ARM100_08k_Mirror-v1.stl\n'}
[0.237449] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/base_plate_layer1-v5.stl\n'}
[0.237493] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/94868A713_NO-THREADS_Female-Threaded-Hex-Standoff-2.stl\n'}
[0.237538] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/meshes/drive_motor_mount-v11-1.stl\n'}
[0.237607] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/rviz\n'}
[0.237668] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/rviz/modeltest.rviz\n'}
[0.237714] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/ament_index/resource_index/package_run_dependencies/lekiwi_description\n'}
[0.237759] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/ament_index/resource_index/parent_prefix_path/lekiwi_description\n'}
[0.237812] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/environment/ament_prefix_path.sh\n'}
[0.237856] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/environment/ament_prefix_path.dsv\n'}
[0.237900] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/environment/path.sh\n'}
[0.237944] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/environment/path.dsv\n'}
[0.237988] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/local_setup.bash\n'}
[0.238033] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/local_setup.sh\n'}
[0.238077] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/local_setup.zsh\n'}
[0.238121] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/local_setup.dsv\n'}
[0.238312] (lekiwi_description) StdoutLine: {'line': b'-- Installing: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/package.dsv\n'}
[0.238359] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/ament_index/resource_index/packages/lekiwi_description\n'}
[0.238404] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/cmake/lekiwi_descriptionConfig.cmake\n'}
[0.238449] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/cmake/lekiwi_descriptionConfig-version.cmake\n'}
[0.238494] (lekiwi_description) StdoutLine: {'line': b'-- Up-to-date: /home/nam/Lekiwi_ws/install/lekiwi_description/share/lekiwi_description/package.xml\n'}
[0.238544] (lekiwi_description) CommandEnded: {'returncode': 0}
[0.249824] (lekiwi_description) JobEnded: {'identifier': 'lekiwi_description', 'rc': 0}
[0.250261] (-) EventReactorShutdown: {}
